v1,v2
0,"['please', 'sen', 'my', 'kind', 'advice', 'please', 'come', 'here', 'and', 'try']"
0,"['i', 'know', 'you', 'are', 'serving', 'i', 'mean', 'what', 'are', 'you', 'doing', 'now']"
0,"['how', 'would', 'my', 'ip', 'address', 'test', 'that', 'considering', 'my', 'computer', 'isn', 't', 'a', 'minecraft', 'server']"
0,"['he', 'remains', 'a', 'bro', 'amongst', 'bros']"
0,"['ahhh', 'work', 'i', 'vaguely', 'remember', 'that', 'what', 'does', 'it', 'feel', 'like', 'lol']"
0,"['how', 'u', 'doin', 'baby', 'girl', 'hope', 'u', 'are', 'okay', 'every', 'time', 'i', 'call', 'ure', 'phone', 'is', 'off', 'i', 'miss', 'u', 'get', 'in', 'touch']"
0,"['my', 'friend', 'she', 's', 'studying', 'at', 'warwick', 'we', 've', 'planned', 'to', 'go', 'shopping', 'and', 'to', 'concert', 'tmw', 'but', 'it', 'may', 'be', 'canceled', 'havn', 't', 'seen', 'for', 'ages', 'yeah', 'we', 'should', 'get', 'together', 'sometime']"
0,"['got', 'smaller', 'capacity', 'one', 'quite', 'ex']"
0,"['no', 'i', 'decided', 'that', 'only', 'people', 'who', 'care', 'about', 'stuff', 'vote', 'and', 'caring', 'about', 'stuff', 'is', 'for', 'losers']"
1,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on']"
0,"['did', 'u', 'fix', 'the', 'teeth', 'if', 'not', 'do', 'it', 'asap', 'ok', 'take', 'care']"
0,"['am', 'surfing', 'online', 'store', 'for', 'offers', 'do', 'you', 'want', 'to', 'buy', 'any', 'thing']"
0,"['sry', 'can', 't', 'talk', 'on', 'phone', 'with', 'parents']"
0,"['my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked']"
0,"['velly', 'good', 'yes', 'please']"
0,"['god', 's', 'love', 'has', 'no', 'limit', 'god', 's', 'grace', 'has', 'no', 'measure', 'god', 's', 'power', 'has', 'no', 'boundaries', 'may', 'u', 'have', 'god', 's', 'endless', 'blessings', 'always', 'in', 'ur', 'life', 'gud', 'ni']"
1,"['hi', 'customer', 'loyalty', 'offer', 'the', 'new', 'nokia', 'mobile', 'from', 'only', 'ã', 'â', 'at', 'txtauction', 'txt', 'word', 'start', 'to', 'no', 'get', 'yours', 'now', 't', 'ctxt', 'tc', 'p', 'mtmsg']"
0,"['have', 'you', 'bookedthe', 'hut', 'and', 'also', 'your', 'time', 'off', 'how', 'are', 'you', 'by', 'the', 'way']"
0,"['i', 'm', 'working', 'technical', 'support', 'voice', 'process']"
0,"['ya', 'but', 'it', 'cant', 'display', 'internal', 'subs', 'so', 'i', 'gotta', 'extract', 'them']"
1,"['winner', 'as', 'a', 'valued', 'network', 'customer', 'you', 'hvae', 'been', 'selected', 'to', 'receive', 'a', 'ã', 'â', 'reward', 'to', 'collect', 'call', 'valid', 'hours', 'only', 'aclpm']"
1,"['auction', 'round', 'the', 'highest', 'bid', 'is', 'now', 'ã', 'â', 'next', 'maximum', 'bid', 'is', 'ã', 'â', 'to', 'bid', 'send', 'bids', 'e', 'g', 'to', 'bid', 'ã', 'â', 'to', 'good', 'luck']"
0,"['great', 'princess', 'i', 'love', 'giving', 'and', 'receiving', 'oral', 'doggy', 'style', 'is', 'my', 'fave', 'position', 'how', 'about', 'you', 'i', 'enjoy', 'making', 'love', 'lt', 'gt', 'times', 'per', 'night']"
1,"['can', 'u', 'get', 'phone', 'now', 'i', 'wanna', 'chat', 'set', 'up', 'meet', 'call', 'me', 'now', 'on', 'u', 'can', 'cum', 'here', 'moro', 'luv', 'jane', 'xx', 'callsã', 'â', 'minmoremobsemspoboxpowa']"
0,"['great', 'i', 'm', 'in', 'church', 'now', 'will', 'holla', 'when', 'i', 'get', 'out']"
0,"['k', 'so', 'am', 'i', 'how', 'much', 'for', 'an', 'th', 'fifty']"
0,"['found', 'it', 'enc', 'lt', 'gt', 'where', 'you', 'at']"
0,"['anytime', 'lor']"
0,"['tmrw', 'im', 'finishing', 'doors']"
0,"['haiyoh', 'maybe', 'your', 'hamster', 'was', 'jealous', 'of', 'million']"
0,"['gud', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dreams', 'muah']"
0,"['guy', 'no', 'flash', 'me', 'now', 'if', 'you', 'go', 'call', 'me', 'call', 'me', 'how', 'madam', 'take', 'care', 'oh']"
0,"['we', 'left', 'already', 'we', 'at', 'orchard', 'now']"
0,"['whatsup', 'there', 'dont', 'u', 'want', 'to', 'sleep']"
0,"['so', 'what', 'do', 'you', 'guys', 'do']"
0,"['yes', 'watching', 'footie', 'but', 'worried', 'we', 're', 'going', 'to', 'blow', 'it', 'phil', 'neville']"
0,"['this', 'is', 'my', 'number', 'by', 'vivek']"
0,"['no', 'b', 'thursday']"
0,"['i', 'av', 'a', 'new', 'number', 'wil', 'u', 'only', 'use', 'this', 'one', 'ta']"
0,"['i', 'm', 'e', 'person', 'who', 's', 'doing', 'e', 'sms', 'survey']"
1,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', 'receive', 'ã', 'â', 'cash', 'or', 'a', 'holiday', 'flights', 'inc', 'speak', 'to', 'a', 'live', 'operator', 'claim']"
0,"['house', 'maid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', 'lt', 'gt', 'th', 'january', 'as', 'public', 'holiday', 'all', 'govt', 'instituitions', 'are', 'closed', 'including', 'post', 'office', 'understand']"
0,"['den', 'wat', 'will', 'e', 'schedule', 'b', 'lk', 'on', 'sun']"
0,"['she', 's', 'fine', 'i', 'have', 'had', 'difficulties', 'with', 'her', 'phone', 'it', 'works', 'with', 'mine', 'can', 'you', 'pls', 'send', 'her', 'another', 'friend', 'request']"
0,"['babe', 'i', 'm', 'answering', 'you', 'can', 't', 'you', 'see', 'me', 'maybe', 'you', 'd', 'better', 'reboot', 'ym', 'i', 'got', 'the', 'photo', 'it', 's', 'great']"
0,"['r', 'u', 'in', 'this', 'continent']"
0,"['the', 'world', 's', 'most', 'happiest', 'frnds', 'never', 'have', 'the', 'same', 'characters', 'dey', 'just', 'have', 'the', 'best', 'understanding', 'of', 'their', 'differences']"
0,"['ok', 'can']"
0,"['hey', 'morning', 'what', 'you', 'come', 'to', 'ask', 'pa']"
0,"['sorry', 'i', 'can', 't', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']"
0,"['hello', 'how', 'r', 'u', 'im', 'bored', 'inever', 'thought', 'id', 'get', 'bored', 'with', 'the', 'tv', 'but', 'i', 'am', 'tell', 'me', 'something', 'exciting', 'has', 'happened', 'there', 'anything']"
1,"['our', 'dating', 'service', 'has', 'been', 'asked', 'contact', 'u', 'by', 'someone', 'shy', 'call', 'now', 'all', 'will', 'be', 'revealed', 'pobox', 'm', 'uz', 'p']"
0,"['nothing', 'but', 'we', 'jus', 'tot', 'u', 'would', 'ask', 'cos', 'u', 'ba', 'gua', 'but', 'we', 'went', 'mt', 'faber', 'yest', 'yest', 'jus', 'went', 'out', 'already', 'mah', 'so', 'today', 'not', 'going', 'out', 'jus', 'call', 'lor']"
0,"['nt', 'yet', 'chikku', 'simple', 'habba', 'hw', 'abt', 'u']"
1,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', 'a', 'ã', 'â', 'bonus', 'caller', 'prize', 'on', 'this', 'is', 'our', 'nd', 'attempt', 'to', 'contact', 'you', 'call', 'boxqu', 'bt', 'national', 'rate']"
0,"['wn', 'u', 'r', 'hurt', 'by', 'd', 'prsn', 'who', 's', 'close', 'u', 'do', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'saves', 'a', 'relation', 'bt', 'being', 'quiet', 'leaves', 'nothin', 'in', 'a', 'relation', 'gud', 'eveb']"
0,"['are', 'you', 'this', 'much', 'buzy']"
0,"['i', 'will', 'spoil', 'you', 'in', 'bed', 'as', 'well']"
0,"['i', 're', 'met', 'alex', 'nichols', 'from', 'middle', 'school', 'and', 'it', 'turns', 'out', 'he', 's', 'dealing']"
0,"['can', 'meh', 'thgt', 'some', 'will', 'clash', 'really', 'ah', 'i', 'dun', 'mind', 'i', 'dun', 'seen', 'to', 'have', 'lost', 'any', 'weight', 'gee']"
0,"['ard', 'like', 'dat', 'y']"
0,"['dont', 'hesitate', 'you', 'know', 'this', 'is', 'the', 'second', 'time', 'she', 'has', 'had', 'weakness', 'like', 'that', 'so', 'keep', 'i', 'notebook', 'of', 'what', 'she', 'eat', 'and', 'did', 'the', 'day', 'before', 'or', 'if', 'anything', 'changed', 'the', 'day', 'before', 'so', 'that', 'we', 'can', 'be', 'sure', 'its', 'nothing']"
1,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on', 'stopsms']"
0,"['edison', 'has', 'rightly', 'said', 'a', 'fool', 'can', 'ask', 'more', 'questions', 'than', 'a', 'wise', 'man', 'can', 'answer', 'now', 'you', 'know', 'why', 'all', 'of', 'us', 'are', 'speechless', 'during', 'viva', 'gm']"
0,"['how', 'many', 'licks', 'does', 'it', 'take', 'to', 'get', 'to', 'the', 'center', 'of', 'a', 'tootsie', 'pop']"
0,"['hello', 'my', 'love', 'what', 'are', 'you', 'doing', 'did', 'you', 'get', 'to', 'that', 'interview', 'today', 'are', 'you', 'you', 'happy', 'are', 'you', 'being', 'a', 'good', 'boy', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'missing', 'me']"
1,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', 'ã', 'â', 'bonus', 'prize', 'call']"
0,"['how', 's', 'it', 'going', 'got', 'any', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'i', 'm', 'debating', 'whether', 'to', 'play', 'football', 'this', 'eve', 'feeling', 'lazy', 'though']"
0,"['too', 'late', 'i', 'said', 'i', 'have', 'the', 'website', 'i', 'didn', 't', 'i', 'have', 'or', 'dont', 'have', 'the', 'slippers']"
0,"['yetunde', 'i', 'm', 'in', 'class', 'can', 'you', 'not', 'run', 'water', 'on', 'it', 'to', 'make', 'it', 'ok', 'pls', 'now']"
1,"['here', 'is', 'your', 'discount', 'code', 'rp', 'to', 'stop', 'further', 'messages', 'reply', 'stop', 'www', 'regalportfolio', 'co', 'uk', 'customer', 'services']"
0,"['nothing', 'just', 'getting', 'msgs', 'by', 'dis', 'name', 'wit', 'different', 'no', 's']"
0,"['stupid', 'its', 'not', 'possible']"
0,"['aathi', 'where', 'are', 'you', 'dear']"
1,"['email', 'alertfrom', 'jeri', 'stewartsize', 'kbsubject', 'low', 'cost', 'prescripiton', 'drvgsto', 'listen', 'to', 'email', 'call']"
0,"['it', 's', 'wylie', 'you', 'in', 'tampa', 'or', 'sarasota']"
0,"['tunji', 'how', 's', 'the', 'queen', 'how', 'are', 'you', 'doing', 'this', 'is', 'just', 'wishing', 'you', 'a', 'great', 'day', 'abiola']"
0,"['otherwise', 'had', 'part', 'time', 'job', 'na', 'tuition']"
0,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', 'amp', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love']"
0,"['dnt', 'worry', 'use', 'ice', 'pieces', 'in', 'a', 'cloth', 'pack', 'also', 'take', 'tablets']"
0,"['no', 'chikku', 'nt', 'yet', 'ya', 'i', 'm', 'free']"
0,"['i', 'm', 'going', 'out', 'to', 'buy', 'mum', 's', 'present', 'ar']"
0,"['have', 'a', 'nice', 'day', 'my', 'dear']"
1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'un', 'redeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'xx', 'expires']"
0,"['pls', 'clarify', 'back', 'if', 'an', 'open', 'return', 'ticket', 'that', 'i', 'have', 'can', 'be', 'preponed', 'for', 'me', 'to', 'go', 'back', 'to', 'kerala']"
0,"['what', 'you', 'did', 'in', 'leave']"
0,"['ã', 'ã', 'log', 'off', 'wat', 'it', 's', 'sdrybi']"
0,"['not', 'tonight', 'mate', 'catching', 'up', 'on', 'some', 'sleep', 'this', 'is', 'my', 'new', 'number', 'by', 'the', 'way']"
0,"['will', 'be', 'september', 'by', 'then']"
1,"['call', 'to', 'use', 'ur', 'mins', 'calls', 'cast', 'p', 'min', 'mob', 'vary', 'service', 'provided', 'by', 'aom', 'just', 'gbp', 'month', 'aom', 'box', 'm', 'er', 'until', 'u', 'stop', 'ages', 'only']"
0,"['long', 'beach', 'lor', 'expected', 'u', 'having', 'dinner', 'now']"
1,"['well', 'done', 'your', 'costa', 'del', 'sol', 'holiday', 'or', 'ã', 'â', 'await', 'collection', 'call', 'now', 'toclaim', 'sae', 'tcs', 'pobox', 'stockport', 'skxh', 'costã', 'â', 'pm', 'maxmins']"
0,"['yup', 'i', 'thk', 'cine', 'is', 'better', 'cos', 'no', 'need', 'go', 'down', 'plaza', 'mah']"
0,"['good', 'afternoon', 'my', 'boytoy', 'how', 'are', 'you', 'feeling', 'today', 'better', 'i', 'hope', 'are', 'you', 'being', 'my', 'good', 'boy', 'are', 'you', 'my', 'obedient', 'slave', 'do', 'you', 'please', 'your', 'queen']"
0,"['you', 're', 'not', 'sure', 'that', 'i', 'm', 'not', 'trying', 'to', 'make', 'xavier', 'smoke', 'because', 'i', 'don', 't', 'want', 'to', 'smoke', 'after', 'being', 'told', 'i', 'smoke', 'too', 'much']"
0,"['i', 'sent', 'them', 'do', 'you', 'like']"
0,"['lol', 'or', 'i', 'could', 'just', 'starve', 'and', 'lose', 'a', 'pound', 'by', 'the', 'end', 'of', 'the', 'day']"
0,"['i', 'wont', 'get', 'concentration', 'dear', 'you', 'know', 'you', 'are', 'my', 'mind', 'and', 'everything']"
0,"['hey', 'das', 'cool', 'iknow', 'all', 'wellda', 'peril', 'of', 'studentfinancial', 'crisis', 'spk', 'u', 'lr']"
0,"['oh', 'did', 'you', 'charge', 'camera']"
0,"['short', 'but', 'cute', 'be', 'a', 'good', 'person']"
0,"['s', 's', 'nervous', 'lt', 'gt']"
0,"['frnd', 's', 'not', 'juz', 'a', 'word', 'not', 'merely', 'a', 'relationship', 'its', 'a', 'silent', 'promise', 'which', 'says', 'i', 'will', 'be', 'with', 'you', 'wherevr', 'whenevr', 'forevr', 'gudnyt', 'dear']"
0,"['what', 's', 'happening', 'with', 'you', 'have', 'you', 'gotten', 'a', 'job', 'and', 'have', 'you', 'begun', 'registration', 'for', 'permanent', 'residency']"
1,"['urgent', 'your', 'costa', 'del', 'sol', 'holiday', 'or', 'ã', 'â', 'await', 'collection', 'call', 'now', 'toclaim', 'sae', 'tc', 's', 'pobox', 'stockport', 'skxh', 'costã', 'â', 'pm', 'maxmins']"
0,"['fuck', 'babe', 'i', 'miss', 'you', 'sooooo', 'much', 'i', 'wish', 'you', 'were', 'here', 'to', 'sleep', 'with', 'me', 'my', 'bed', 'is', 'so', 'lonely', 'i', 'go', 'now', 'to', 'sleep', 'to', 'dream', 'of', 'you', 'my', 'love']"
0,"['oh', 'u', 'must', 'have', 'taken', 'your', 'real', 'valentine', 'out', 'shopping', 'first']"
0,"['i', 'm', 'tired', 'of', 'arguing', 'with', 'you', 'about', 'this', 'week', 'after', 'week', 'do', 'what', 'you', 'want', 'and', 'from', 'now', 'on', 'i', 'll', 'do', 'the', 'same']"
0,"['tmr', 'then', 'ã', '_', 'brin', 'lar', 'aiya', 'later', 'i', 'come', 'n', 'c', 'lar', 'mayb', 'ã', '_', 'neva', 'set', 'properly', 'ã', '_', 'got', 'da', 'help', 'sheet', 'wif', 'ã', '_']"
0,"['it', 'just', 'seems', 'like', 'weird', 'timing', 'that', 'the', 'night', 'that', 'all', 'you', 'and', 'g', 'want', 'is', 'for', 'me', 'to', 'come', 'smoke', 'is', 'the', 'same', 'day', 'as', 'when', 'a', 'shitstorm', 'is', 'attributed', 'to', 'me', 'always', 'coming', 'over', 'and', 'making', 'everyone', 'smoke']"
0,"['thanks', 'for', 'yesterday', 'sir', 'you', 'have', 'been', 'wonderful', 'hope', 'you', 'enjoyed', 'the', 'burial', 'mojibiola']"
0,"['jesus', 'armand', 'really', 'is', 'trying', 'to', 'tell', 'everybody', 'he', 'can', 'find']"
0,"['haha', 'good', 'to', 'hear', 'i', 'm', 'officially', 'paid', 'and', 'on', 'the', 'market', 'for', 'an', 'th']"
0,"['no', 'one', 'interested', 'may', 'be', 'some', 'business', 'plan']"
0,"['i', 'am', 'going', 'to', 'film', 'day', 'da', 'at', 'pm', 'sorry', 'da']"
0,"['cheers', 'for', 'the', 'card', 'is', 'it', 'that', 'time', 'of', 'year', 'already']"
0,"['i', 'know', 'dat', 'feelin', 'had', 'it', 'with', 'pete', 'wuld', 'get', 'with', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']"
0,"['come', 'by', 'our', 'room', 'at', 'some', 'point', 'so', 'we', 'can', 'iron', 'out', 'the', 'plan', 'for', 'this', 'weekend']"
1,"['congrats', 'year', 'special', 'cinema', 'pass', 'for', 'is', 'yours', 'call', 'now', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'all', 'free', 'bx', 'ip', 'we', 'pm', 'dont', 'miss', 'out']"
0,"['did', 'you', 'see', 'that', 'film']"
0,"['alright', 'tyler', 's', 'got', 'a', 'minor', 'crisis', 'and', 'has', 'to', 'be', 'home', 'sooner', 'than', 'he', 'thought', 'so', 'be', 'here', 'asap']"
0,"['have', 'you', 'seen', 'who', 's', 'back', 'at', 'holby']"
0,"['not', 'tel', 'software', 'name']"
0,"['how', 'long', 'has', 'it', 'been', 'since', 'you', 'screamed', 'princess']"
0,"['k', 'can', 'that', 'happen', 'tonight']"
0,"['yeah', 'whatever', 'lol']"
1,"['u', 'can', 'win', 'ã', 'â', 'of', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'the', 'word', 'draw', 'to', 'tscs', 'www', 'idew', 'com', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']"
0,"['can', 'i', 'm', 'free']"
0,"['fighting', 'with', 'the', 'world', 'is', 'easy', 'u', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some', 'who', 'is', 'close', 'to', 'u', 'is', 'dificult', 'if', 'u', 'lose', 'u', 'lose', 'if', 'u', 'win', 'u', 'still', 'lose']"
0,"['where', 'is', 'it', 'is', 'there', 'any', 'opening', 'for', 'mca']"
1,"['do', 'you', 'want', 'a', 'new', 'nokia', 'i', 'colour', 'phone', 'delivered', 'tomorrow', 'with', 'free', 'minutes', 'to', 'any', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'or', 'call']"
0,"['ok', 'she', 'll', 'be', 'ok', 'i', 'guess']"
0,"['will', 'do', 'have', 'a', 'good', 'day']"
0,"['v', 'aluable', 'a', 'ffectionate', 'l', 'oveable', 'e', 'ternal', 'n', 'oble', 't', 'ruthful', 'i', 'ntimate', 'n', 'atural', 'e', 'namous', 'happy', 'valentines', 'day', 'in', 'advance']"
0,"['this', 'pen', 'thing', 'is', 'beyond', 'a', 'joke', 'wont', 'a', 'biro', 'do', 'don', 't', 'do', 'a', 'masters', 'as', 'can', 't', 'do', 'this', 'ever', 'again']"
0,"['i', 'dont', 'thnk', 'its', 'a', 'wrong', 'calling', 'between', 'us']"
0,"['take', 'something', 'for', 'pain', 'if', 'it', 'moves', 'however', 'to', 'any', 'side', 'in', 'the', 'next', 'hrs', 'see', 'a', 'doctor']"
0,"['dunno', 'cos', 'i', 'was', 'v', 'late', 'n', 'when', 'i', 'reach', 'they', 'inside', 'already', 'but', 'we', 'ate', 'spageddies', 'lor', 'it', 's', 'e', 'gals', 'who', 'r', 'laughing', 'at', 'me', 'lor']"
0,"['how', 'dare', 'you', 'stupid', 'i', 'wont', 'tell', 'anything', 'to', 'you', 'hear', 'after', 'i', 'wont', 'talk', 'to', 'you']"
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'it', 'seriously', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']"
0,"['i', 'think', 'that', 'tantrum', 's', 'finished', 'so', 'yeah', 'i', 'll', 'be', 'by', 'at', 'some', 'point']"
0,"['sorry', 'i', 'll', 'call', 'later']"
0,"['have', 'you', 'heard', 'from', 'this', 'week']"
0,"['sorry', 'went', 'to', 'bed', 'early', 'nightnight']"
0,"['hey', 'company', 'elama', 'po', 'mudyadhu']"
0,"['i', 'll', 'see', 'if', 'i', 'can', 'swing', 'by', 'in', 'a', 'bit', 'got', 'some', 'things', 'to', 'take', 'care', 'of', 'here', 'firsg']"
0,"['oops', 'my', 'phone', 'died', 'and', 'i', 'didn', 't', 'even', 'know', 'yeah', 'i', 'like', 'it', 'better']"
0,"['do', 'you', 'want', 'bold', 'or', 'bb', 'torch']"
1,"['hello', 'darling', 'how', 'are', 'you', 'today', 'i', 'would', 'love', 'to', 'have', 'a', 'chat', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy']"
0,"['take', 'care', 'n', 'get', 'well', 'soon']"
0,"['but', 'i', 'm', 'on', 'a', 'diet', 'and', 'i', 'ate', 'too', 'many', 'slices', 'of', 'pizza', 'yesterday', 'ugh', 'i', 'm', 'always', 'on', 'a', 'diet']"
0,"['nah', 'it', 's', 'straight', 'if', 'you', 'can', 'just', 'bring', 'bud', 'or', 'drinks', 'or', 'something', 'that', 's', 'actually', 'a', 'little', 'more', 'useful', 'than', 'straight', 'cash']"
0,"['you', 'are', 'sweet', 'as', 'well', 'princess', 'please', 'tell', 'me', 'your', 'likes', 'and', 'dislikes', 'in', 'bed']"
0,"['where', 'to', 'get', 'those']"
1,"['camera', 'you', 'are', 'awarded', 'a', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'days']"
0,"['oops', 'got', 'that', 'bit']"
0,"['same', 'i', 'm', 'at', 'my', 'great', 'aunts', 'anniversary', 'party', 'in', 'tarpon', 'springs']"
1,"['fantasy', 'football', 'is', 'back', 'on', 'your', 'tv', 'go', 'to', 'sky', 'gamestar', 'on', 'sky', 'active', 'and', 'play', 'ã', 'â', 'k', 'dream', 'team', 'scoring', 'starts', 'on', 'saturday', 'so', 'register', 'now', 'sky', 'opt', 'out', 'to']"
0,"['dare', 'i', 'ask', 'any', 'luck', 'with', 'sorting', 'out', 'the', 'car']"
0,"['god', 'picked', 'up', 'a', 'flower', 'and', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'and', 'the', 'he', 'gifted', 'tomeandsaid', 'this', 'friend', 'is', 'u']"
1,"['your', 'account', 'has', 'been', 'credited', 'with', 'free', 'text', 'messages', 'to', 'activate', 'just', 'txt', 'the', 'word', 'credit', 'to', 'no', 't', 'cs', 'www', 'biz']"
0,"['o', 'well', 'uv', 'causes', 'mutations', 'sunscreen', 'is', 'like', 'essential', 'thesedays']"
0,"['ryder', 'unsold', 'now', 'gibbs']"
0,"['just', 'wait', 'till', 'end', 'of', 'march', 'when', 'el', 'nino', 'gets', 'himself', 'oh']"
0,"['oh', 'k', 'i', 'will', 'come', 'tomorrow']"
1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'un', 'redeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'expires']"
0,"['no', 'but', 'you', 'told', 'me', 'you', 'were', 'going', 'before', 'you', 'got', 'drunk']"
0,"['its', 'a', 'valentine', 'game', 'send', 'dis', 'msg', 'to', 'all', 'ur', 'friends', 'if', 'answers', 'r', 'd', 'same', 'then', 'someone', 'really', 'loves', 'u', 'ques', 'which', 'colour', 'suits', 'me', 'the', 'best', 'rply', 'me']"
0,"['i', 'can', 't', 'i', 'don', 't', 'have', 'her', 'number']"
0,"['oh', 'i', 'was', 'thkin', 'of', 'goin', 'yogasana', 'at', 'den', 'no', 'nd', 'to', 'go', 'at', 'den', 'can', 'rush', 'to', 'parco', 'nb', 'okie', 'lor', 'u', 'call', 'me', 'when', 'ready']"
0,"['no', 'on', 'the', 'way', 'home', 'so', 'if', 'not', 'for', 'the', 'long', 'dry', 'spell', 'the', 'season', 'would', 'have', 'been', 'over']"
0,"['i', 'll', 'give', 'her', 'once', 'i', 'have', 'it', 'plus', 'she', 'said', 'grinule', 'greet', 'you', 'whenever', 'we', 'speak']"
0,"['i', 'don', 't', 'think', 'i', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', 'sorry']"
0,"['yes', 'we', 'are', 'chatting', 'too']"
0,"['also', 'where', 's', 'the', 'piece']"
0,"['tell', 'them', 'the', 'drug', 'dealer', 's', 'getting', 'impatient']"
0,"['yes', 'here', 'tv', 'is', 'always', 'available', 'in', 'work', 'place']"
0,"['lt', 'gt', 'mins', 'but', 'i', 'had', 'to', 'stop', 'somewhere', 'first']"
0,"['no', 'it', 's', 'waiting', 'in', 'e', 'car', 'dat', 's', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', 'do', 'at', 'home', 'can', 'do', 'my', 'stuff', 'or', 'watch', 'tv', 'wat']"
0,"['our', 'ride', 'equally', 'uneventful', 'not', 'too', 'many', 'of', 'those', 'pesky', 'cyclists', 'around', 'at', 'that', 'time', 'of', 'night']"
0,"['eatin', 'my', 'lunch']"
1,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'x', 'your', 'mobile', 'will', 'be', 'charged', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services']"
0,"['s', 'reach', 'home', 'call', 'me']"
0,"['you', 've', 'already', 'got', 'a', 'flaky', 'parent', 'it', 'snot', 'supposed', 'to', 'be', 'the', 'child', 's', 'job', 'to', 'support', 'the', 'parent', 'not', 'until', 'they', 're', 'the', 'ride', 'age', 'anyway', 'i', 'm', 'supposed', 'to', 'be', 'there', 'to', 'support', 'you', 'and', 'now', 'i', 've', 'hurt', 'you', 'unintentional', 'but', 'hurt', 'nonetheless']"
1,"['lookatme', 'thanks', 'for', 'your', 'purchase', 'of', 'a', 'video', 'clip', 'from', 'lookatme', 'you', 've', 'been', 'charged', 'p', 'think', 'you', 'can', 'do', 'better', 'why', 'not', 'send', 'a', 'video', 'in', 'a', 'mmsto']"
0,"['aight', 'i', 'll', 'hit', 'you', 'up', 'when', 'i', 'get', 'some', 'cash']"
0,"['don', 'no', 'da', 'whats', 'you', 'plan']"
0,"['going', 'to', 'take', 'your', 'babe', 'out']"
0,"['no', 'need', 'lar', 'jus', 'testing', 'e', 'phone', 'card', 'dunno', 'network', 'not', 'gd', 'i', 'thk', 'me', 'waiting', 'my', 'sis', 'finish', 'bathing', 'so', 'i', 'can', 'bathe', 'dun', 'disturb', 'u', 'liao', 'u', 'cleaning', 'ur', 'room']"
0,"['probably', 'want', 'to', 'pick', 'up', 'more']"
